번호,분류,제목,내용,내용번호
1777,행정,공무원법상 성실의 의무는 근무시간 외에도 적용되나요?,네 근무시간 외에 근무지 밖에까지 미침니다 ,2895147
1776,경제,공동주택 난간 기준은?,주택건설 기준등에 관한 규정 제조 제조 난간  주택단지안의 건축물 또는 옥외에 설치하는 난간의 재료는 철근콘크리트 안전유리 킬로그램의 추가 센티미터 높이에서 낙하하는 충격량에 관통되지 아니하며 파손되는 경우에도 비산되지 아니하는 유리를 말한다 또는 강도 및 내구성이 있는 재료 금속제인 경우에는 부식되지 아니하거나 도금 또는 녹막이 등으로 부식방지처리를 한 것만 해당한다 를 사용하여 난간이 안전한 구조로 설치될 수 있게 하여야 한다 다만 실내에 설치하는 난간의 재료는 목재로 할 수 있다  난간의 각 부위의 치수는 다음 각호의 기준에 적합하여야 한다   난간의 높이  바닥의 마감면으로부터 센티미터 이상 다만 건축물내부계단에 설치하는 난간 계단중간에 설치하는 난간 기타 이와 유사한 것으로 위험이 적은 장소에 설치하는 난간의 경우에는 센티미터이상으로 할 수 있다  난간의 간살의 간격  안목치수 센티미터 이하 층 이상인 주택의 창 바닥의 마감면으로부터 창대 윗면까지의 높이가 센티미터 이상이거나 창의 바로 아래에 발코니 기타 이와 유사한 것이 있는 경우를 제외한다 에는 제항 및 제항의 규정에 적합한 난간을 설치하여야 한다  외기에 면하는 난간을 설치하는 주택에는 각 세대마다 개소 이상의 국기봉을 꽂을 수 있는 장치를 당해 난간에 설치하여야 한다 ,2894630
1775,경제,공동주택 복도의 기준은?,주택건설 기준등에 관한 규정 제조 제조 복도  공동주택의 세대 이상이 공동으로 사용하는 복도의 유효폭은 다음 각호의 기준에 적합하여야 한다  갓복도  센티미터 이상  중복도  센티미터 이상 다만 당해 복도를 이용 주택에서 건축물밖으로 나가거나 계단 승강기등이 있는 곳으로 이동함에 있어서 당해 복도를 이용하는 것이 최단거리인 경우를 말한다 하는 세대수가 세대 이하인 경우에는 센티미터 이상으로 할 수 있다  복도형인 공동주택의 복도는 다음 각호의 기준에 적합하여야 한다  외기에 개방된 복도에는 배수구를 설치하고 바닥의 배수에 지장이 없도록 할 것  중복도에는 채광 및 통풍이 원활하도록 미터 이내마다 개소 이상 외기에 면하는 개구부를 설치할 것  복도의 벽 및 반자의 마감 마감을 위한 바탕을 포함한다 은 불연재료 또는 준불연 재료로 할 것 ,2894634
1774,행정,골목호랑이어르신이 하는일이 궁금해요!,                                                                                                                                                                     돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                                                                                                                                                  돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                           돋움                                                돋움                                                돋움                                               돋움                                                                                                                        관내 골목등을 순찰하면서 쓰레기무단폐기 예방 및 청소년지도 주차질서확립등에 어르신으로서 자발참여를 유도합니다   ,2896634
1773,안전,이재민 수용시설은 있나요?,송파구에는 이재민 수용시설이 풍납초등학교 등 개소가 있습니다 ,2897732
1772,경제,간선도로란 어떤 도로인가요?,간선도로란 도시의 동맥과 같은 기능을 발휘하는 도로로서 비교적 장거리 교통을 처리해 주는 역할과 대량수송을 담당하는 도로를 말한다  ,2897683
1771,경제,기존 놀이시설 안전 관리 및 설치 검사,  기존 놀이 시설이란  일 이후설치된 놀이시설 로써 년 월 일까지 설치 검사를 받아야합니다 어린이 놀이시설의 시설및 기술 기준의 적합성 여부를 안전검사기관으로 부터 받아야 하는 검사입니다   어린이 놀이시설 안전관리법의 적용을 받으면 해당 법은 은  일 제정되어 년이 지난  일부터 시행 되었습니다   안전관리 지원 기관 한국생활환경시험연구원            서울 금천구 가산디지털로 가산동  한국생활환경시험연구원 놀이시설팀    한국기기유화시험연구원        경기도 성남시 분당구 궁내동           ,2898564
1770,행정,사회단체보조금지원사업의 유형중 기타 공익사업의 세부사업은?, 민족화해 및 교류협력 지원사업 기타 구정발전에 필요한 공익사업 등 ,2898113
1769,행정,사회단체보조금지원사업중 지역경제 활성화사업의 세부사업은?, 소자본 창업설명회 소상공인 영세상인 등 지원사업 중소기업 경영컨설팅 등 ,2898112
1768,행정,"사회단체보조금지원사업중 문화, 체육진흥사업의 세부사업은?", 지역문화 창달 및 문화유산 보존  구민 체력증진 프로그램 운영  구민과 함께하는 다양한 문화체육행사 등 ,2898111
1767,행정,사회단체보조금 지원사업중 교통. 안전문화구축사업의 세부사업은?, 선진교통문화 운동 승용차요일제 참여 및 대중교통 이용 홍보 재난 재해예방 및 복구활동 등 ,2898092
1766,행정,사회단체보조금지원사업중 보훈 및 안보의식 고취사업의 세부사업은?, 호국 보훈 및 나라사랑 의식함영 운동 안보의식 강화운동 안보교육 등  각종 추모행사 참여 독립기념관 현충원 판문점 방문 등 ,2898091
1765,행정,사회단체보조금 지원사업중 함께 나누는 공동체사업의 세부사업 유형은?, 장애인 복지 및 특화사업 범죄 피해자 보호 사업 지역공동체의식 되살리기 운동 기타 소외계층 지원사업 등 ,2898090
1764,행정,"사회단체보조금지원사업의 유형중 아동, 청소년 보호육성사업의 세부사업은?", 학교주변 유해환경 정화 학교폭력 근절 아동 청소년 문화활동 지원사업 민 관 학 연계 청소년 육성사업 등 ,2898089
1763,행정,사회단체보조금 지원사업의 유형중 깨끗한 환경도시 건설사업의 세부사업은?, 불광천 가꾸기 등 자연사랑 환경정비 운동 건전한 행락질서 실천 운동 우리동네 골목길 가꾸기 등 ,2898088
1762,행정,사회단체보조금 지원사업의 유형중 기초질서 지키기 정착사업의 유형은?, 기초생활 질서지키기 켐페인 불법 무질서행위 근절 운동 생활의식 개혁운동 켐페인 등 ,2898087
1761,행정,창4동 주민자치위원은 몇명입니까?,                                                                                                                                                                     돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                                                                                                                                                  돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                           돋움                                                돋움                                                돋움                                               돋움                                                                                                                        명입니다 ,2896389
1760,경제,아파트 입주자 등 과반수의 동의를 얻어 개정된 관리규약에 개정시기가 명기되지 않은 경우 효력은,주택법시행령 제조 제항에 의거 공동주택 관리규약의 개정은 공동주택 입주자대표회의 구성원의 과반수 이상이 제안하는 것이다  따라서 정당한 절차에 따라 제안되고 전체 입주자 등 과반수의 서면동의를 득하였다면 관리규약은 개정이 확정된 것이다  다만 그 효력발생 시기는 따로 정할 수 있으며 개정시기가 누락되어 있다면 합리적으로 보완하는 것이 타당하다 ,2896144
1759,행정,인터넷전화(IPT)시스템 개통일은 언제인가요?,중랑구 인터넷전화   개통은 년 월 일입니다 ,2895585
1758,경제,성동구치소 이전 ?,성동구치소는 서울동부구치소로 이름을 바꿔 송파구 문정 법조단지 신축 건물로 이전하였습니다  옛 성동구치소 부지는  공사 소유로 옛 구치소부지 개발방향에 대해서는 아직까지 확정된 것이 없습니다  우리구에서는  공사에서 개발방향 검토 및 협의시에 적극 참여하여 지역주민들의 편익을 위한 시설들이 들어올 수 있도록 노력하겠습니다    구 성동구치소 시민개방행사 일시    토 일간    대상 일반시민 약 명 내용 구치소 투어 및 체험 주민설문 문화행사 기타 이벤트 예약 서울주택도시공사         홈페이지 접수 사전접수 명 현장접수 명   현장접수는 지역주민 송파구 을 우선순위로 하여 선착순으로 접수 예정 주관 서울주택도시공사 ,2896772
1757,행정,상속등기를 위하여 필요한 사망한 등기명의인의 등록사항별 증명서(‘제적등본’ 포함) 및 상속인의 등록사항별 증명서의 발급에 대한 질의,                                                                                                                                                                     돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                                                                                                                                                  돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                           돋움                                                돋움                                                돋움                                               돋움                                                                                                                        가 신청인은 소유권이전등기청구소송의 절차에서 신청대상자의 등록사항별 증명서를 제출할 것을 요구하는 법원의 보정명령서나 사실조회서 또는 촉탁서 등을 첨부하여 신청대상자의 성명과 등록기준지를 신청서에 기재하여 신청대상자의 등록사항별 증명서의 발급을 신청하여야 합니다 다만 신청대상자의 등록기준지를 알지 못하는 경우에는 동사무소를 포함한 발급관서에 출석하여 위 보정명령서 등을 첨부한 신청서에 신청대상자의 주민등록번호를 기재하여 신청하여야 함 나 한편 상속등기 상속대위등기 포함 를 위하여 필요한 등록사항별 증명서 등의 발급범위는 상속인 대습상속인 포함 을 파악하기 위한 경우에 한정되므로 피상속인 피대습자 포함 의 제적등본 폐쇄등록부의 기본증명서 가족관계증명서 및 친양자입양관계증명서 및 상속인의 기본증명서만이 그 발급대상이 되며 상속인의 기본증명서 이외의 등록사항별 증명서는 법원 및 등기관의 보정명령에 의하여 발급 받을 수 있습니다  ,2896367
1756,경제,공사가 진행중에 변경된 건축주가 시공자를 교체할 수 있는지 여부?,건축관계자 상호간의 책임에 관한 내용 및 범위는 건축법 제조의 제항의 규정에 의하여 계약으로 정하도록 하고 있으므로 이 경우 건축주와 시공자 사이에 정한 계약내용에 따라야 할 것입니다 ,2895118
1755,경제,상봉8재정비촉진구역,  상봉재정비촉진구역에서 신축하는 주택은 몇세대 입니까 공동주택 세대를 신축합니다   상봉재정비촉진구역은 임대주택이 있습니까 임대주택은 세대입니다   상봉재정비촉진구역은 몇세대를 분양합니까 분양주택은 세대입니다   상봉재정비촉진구역은 아파트가 몇동 신축됩니까 아파트 개동입니다   상봉재정비촉진구역은 언제 착공신고하였습니까 년 월 일자입니다   상봉재정비촉진구역의 감리자 건축 토목 는 어디입니까  주 길종합건축사사무소입니다   상봉재정비촉진구역의 분양가심사를 위한 감정평가 실시시기는 년 월 일입니다   상봉재정비촉진구역의 설계자는 어디입니까  주 원양건축사사무소입니다   상봉재정비촉진구역의 시공사는 어디입니까 현대엠코 주 입니다   상봉재정비촉진구역의 시행사는 어디입니까 현대엠코 주 입니다   상봉재정비촉진구역의 전기감리회사는 어디입니까 한국방재기술 주 입니다 ,2896062
1754,경제,조합창립총회 의사결정 요건은?,토지등소유자 주택재건축사업의 경우 조합설립에 동의한 토지등소유자로 한정한다 의 과반수 출석과 출석한 토지등소유자 과반수 찬성으로 결의한다    ,2894107
1753,문화관광,문화의집 수강료 반환은 어떻게 하나요?,수강료 납부후 사유로 수강을 못할시 수강료 반환은 날짜 계상하여 반환하고 본인이 신청을 하여야 됨 ,2896771
1752,경제,조합설립총회에서 결정할 업무는 ?, 조합정관의 확정  조합임원의 선임  대의원의 선임  그 밖에 필요한 사항으로서 제항에 따라 사전에 통지한 사항 ,2894100
1751,안전,안전복지서비스의개념,국민기초생활수급자등 안전에 신경을 쓰지못하는 재난취약가구에 대하여 전기안전점검및 노후시설 보수등 지원의 필요성이 증대되어 위험에 노출된 재난취약계층에 안전한 생활을제공하고자함 ,2895655
1750,행정,면직이 최소되면 공무원의 보수는 어떻게 주나요?,복귀일 또는 발령일을 기준으로 보수전액 또는 차액을 소급하여 지급합니다 ,2896670
1749,행정,직위해제중의 보수는 얼마를 주나요?,할 지급합니다 ,2896669
1748,행정,공무원 보수 계산은 월단위인가요?,아니요 발령일 기준 일할계산입니다 ,2896668
1747,경제,정비사업의 사업시행계획서에 포함될 사항은?, 토지이용계획 건축물배치계획을 포함한다  정비기반시설 및 공동이용시설의 설치계획 임시수용시설을 포함한 주민이주대책 세입자의 주거대책 임대주택의 건설계획 주택재건축사업의 경우 제조의제항에 따른 재건축소형주택의 건설계획을 말한다  건축물의 높이 및 용적률 등에 관한 건축계획 정비사업의 시행과정에서 발생하는 폐기물의 처리계획의 교육시설의 교육환경 보호에 관한 계획 정비구역으로부터 미터 이내에 교육시설이 설치되어 있는 경우에 한한다  시행규정 시장 군수 또는 주택공사등이 단독으로 시행하는 정비사업에 한한다  그 밖에 사업시행을 위하여 필요한 사항으로서 대통령령으로 정하는 바에 따라 시 도 조례가 정하는 사항 ,2894106
1746,경제,도시.주거환경정비기본계획의 수립은 누가 몇년마다 수립하여야 하나요?,특별시장 광역시장 또는 시장은 도시 주거환경정비기본계획을 년 단위로 수립하여야 합니다    ,2896112
1745,경제,조합임원의 구성은 ?, 조합장 인 이사 감사 제항의 이사와 감사의 수에 관하여 필요한 사항은 대통령령이 정하는 범위안에서 정관으로 정한다 ,2894105
1744,경제,조합 대의원회의 구성은 ?,대의원회는 조합원의 분의 이상으로 하되 조합원의 분의 이 인을 넘는 경우에는 조합원의 분의 범위 안에서 인 이상으로 구성할 수 있다   ,2894104
1743,행정,특수의료장비 등록증명서 원본은 어디에쓰이나요?,장비 등록신청 후 등록증명서를 교부 받아 품질관리검사 신청 시 혹은 장비의 양도나 폐기신고시에 원본을 제출하여야 합니다  ,2895592
1742,경제,조합총회 개최 요건은?,총회는 조합장의 직권 또는 조합원 분의 이상 또는 대의원 분의 이상의 요구로 조합장이 소집한다   ,2894103
1741,경제,조합원의 자격은 ?,정비사업 시장 군수 또는 주택공사등이 시행하는 정비사업을 제외한다 의 조합원은 토지등소유자 주택재건축사업의 경우에는 주택재건축사업에 동의한 자에 한한다    ,2894102
1740,행정,"휴직기간, 정직기간, 직위해제기간은 재직기간에 포함되나요?",산입되지 않습니다 ,2895146
1739,경제,시공자 선정시기는,조합설립인가를 받은후 ,2897712
1738,경제,개발행위(형질변경행위) 심의 대상?,서울특별시도시계획조례 제조에 의거 토지형질변경 토석채취 및 대상토지면적 천제곱미터 이상인 물건적치 행위허가에 대하여는 도시계획위원회 심의를 받아야 함 ,2895117
1737,경제,수색9구역 대의원 수는,명 ,2897711
1736,경제,개발행위 허가 규모?,개발행위 허가규모  도시지역  가 주거지역 상업지역 자연녹지지역 생산녹지지역  만    제곱미터 미만  나 공업지역  만제곱미터 미만  다 보전녹지지역  천제곱미터 미만  관리지역  만제곱미터 미만  농림지역  만제곱미터 미만  자연환경보전지역  천제곱미터 미만 ,2895116
1735,행정,전자교통신호제어기 보수는 어디서 하나요,서부도로교통사업소 ,2898086
1734,행정,공가란?,공무원이 일반국민의 위치에서 국가기관의 업무수행에 협조하거나 법령상 의무의 이행이 필요한 경우에 부여받는 휴가입니다 ,2895145
1733,교통,주차구획선(노상주차선) 내 주차할 수 있는 차량 범위는?, 톤 화물이하만 주차가능하며 이상의 차량은 불법이므로 단속대상임   ,2894134
1732,행정,수강료는 어떻게 쓰여지는지 궁금합니다., 수강료를 집행할 수 있는 근거로는 조례 제조 제항 및 동시행규칠 제조의 규정에 의한 자치회관 운영에 필요한 경비로 아래의 경우와 같이 집행되고 있습니다  자치회관 운영에 필요한 물품 장비 구입비 자치회관 강사수당 및 자원봉사자 급식비 지급 자치회관 시설개선비 공공요금 일반운영비 자치화관 작품전시회 및 발표회 등 개최비용 자치회관 홍보 및 프로그램 운영에 소요되는 경비 ,2895308
1731,복지,한우리정보문화센터에 관해서 알고 싶습니다,ㅎ 서초구에서 운영하는 장애인 복지관  홈페이지              주  소  서초구 서초동  서초  인재개발원 입구      대표전화   교 통 편  마을버스 번 인재개발원 앞   셔틀버스 운영  우면방면 회 일 방배방면 회 일 운행시간표  홈페이지 이용 접수 신청   이용을 원하시는 장애인께서는 신청하여 주시기 바랍니다    신청은 전화 또는 방문신청 대리 신청도 모두 가능합니다   신청 시 상담 날짜와 시간을 함께 정합니다   접수전화            전화가 폭주하여 이용에 불편을 드릴 수 있음을 이해주시기 바랍니다   바깥 출입이 어려우신 장애인께서는 전화신청 후 일정에 따라 방문하여  상담을 하도록 하겠습니다  ,2895013
1730,경제,공동주택 단지안에 국유지가 포함되어 있는 경우 사업계획승인이 가능한지,주택법 제조에 따른 사업계획승인을 신청하는 때에는 토지소유권을 확보하거나 토지사용승낙서를 제출하여야 하는 것이며 주택 단지안에 국유지가 있는 경우에는 국유재산법 등 관련법의 규정에 의한 절차에 따라 소유권을 확보하여야 하는 것이니 보다 구체적인 사항은 당해 사업계획 승인권자 및 당해 재산관리청에 문의하여야 함   ,2896143
1729,경제,무허가건물 수용에 따른 건물주 임대아파트 공급규정은?,    이후부터 보상계획 공고를 한 경우  무허가 건물이    이전 건물로서 주거용 면적이   이상인 경우 전용면적 이하 임대주택   미만인 경우 전용면적 이하 임대주택 ,2898310
1728,경제,기반시설의 종류중 환경기초시설이란?,하수도 폐기물처리시설 수질오염방지시설 폐차장입니다    ,2895115
1727,경제,상봉재정비촉진지구 사업완료시기는?,상봉재정비촉진지구는 사업방식이 도시환경정비사업으로 토지 등소유자 동의에 의해 사업이 진행되는 사업으로 정해진 사업시기는 없으나 재정비촉진계획상 년까지 사업을 완료하는 것으로 계획되어 있습니다    ,2894893
1726,행정,공무원이 직무상 자동차를 운전하다 교통사고를 일으켜 타인에게 손해를 입힌 경우?,자동차손해배상보장법상의 손해배상 책임이 있습니다 ,2895144
1725,행정,공무원이 공무집행사의 위법행위로 인하여 타인에게 손해를 입힌 경우?,공무원에게 고의 또는 중과실이 잇는 때에는 공무원 개인에게 배상책임이 있습니다 ,2895161
1724,행정,공무원의 행위가 공무원으로서의 책임외에 일반 법익을 침해하는 경우?,징계벌을 과하는 이외에 형벌을 병과할 수 있습니다 ,2895160
1723,행정,국가재산상에 손해를 끼쳤을 경우?,변상책임이 있습니다 ,2895159
1722,행정,직무의 내외를 불문하고 그 체면 또는 위신을 손상하는 행위를 한 경우는?,징계책임이 있습니다 ,2895158
1721,행정,강임이란?,같은 직렬 내에서 하위직급에 임명하거나 하위직급이 없어 다른 직렬의 하위직급으로 임명하는 것을 의미합니다 ,2895157
1720,행정,직무상의 의무에 위반하거나 직무를 태만히 한 경우는?,징계 책임을 받습니다 ,2895156
1719,행정,공무원의 책임중 행정상 책임은?,징계책임과 변상책임이 있습니다 ,2895155
1718,행정,부단테장이 사고일경우 법정 직무대리는?,직제상 국의 순위에 의한 국장 ,2895154
1717,행정,단체장이 사고일경우 법정직무대리는?,부단체장 ,2895153
1716,행정,공무원의 책임은?,행정상 책임과 형사상 책임 민사상 책임이 있습니다 ,2895203
1715,행정,영리기업에의 취업제한 대상은?,재산등록의무자는 퇴직일로 부터 년간 퇴직전 년이내에 소속하였던 부서의 업무와 밀접한 관련이 있는 일정규모 이상의 영리사기업체에 취업할 수 없습니다 ,2895201
1714,행정,공무원은 재직중 또는 퇴직후에도 직무상 알게된 비밀을 엄수해야 하나요?,예 비밀엄수의 의무 법 제조 가 있습니다 ,2895199
1713,행정,대우공무원의 견책 경과기간은?,개월입니다 ,2896211
1712,행정,소속상관의 허가 또는 정당한 이유없이 직장을 이탈할 수 있나요?,없습니다 ,2895198
1711,행정,대우공무원의 감봉 경과기간은?,개월입니다 ,2896210
1710,행정,공무원은 소속 상관의 직무상의 명령에 복종해야 합니까?,예 복종의 의무 법제조 에 해당됩니다 ,2895197
1709,행정,대우공무원의 정직 경과기간은 ?,개월입니다 ,2896209
1708,경제,용적률이란?,용적률은 대지면적에 대한 건축물의 연면적 대지에 이상의 건축물이 있는 경우에는 이들 연면적의 합계 의 비율을 말한다   용적률  연면적 이상의 건축물이 있는 경우는         연면적의 합계  대지면적   ,2898085
1707,행정,모든 공무원은 담당직무를 수행함에 있어서 법령을 준수하여야 합니까?,예 성실의 의무에 해당됩니다 ,2895196
1706,행정,공무원의 직무상 의무는?,성실의 의무 복종의무 직장이탈 금지 친절공정의무 비밀엄수의 의무 청렴의무 영리기업에의 취업제한 선물신고의무 종교중립의 의무가 있습니다 ,2895170
1705,행정,출장검진관련 법은?,출장검진관련 법은 지역보건법 제조 건강진단등의 신고 지역보건법 시행규칙 제조 건강진단등의 신고 와 관련합니다 ,2898084
1704,행정,기능직공무원의 대우공무원 경력요건은?,기능직 급 급까지 당행계급에서 년이상 근무 ,2896208
1703,행정,지도사의 대우공무원 경력요건은?,당해계급에서 년이상 근무   일반직 급 급공무원의 대우공무원 경력요건은   당해계급에서 년이상 근무를 해야 합니다  ,2896207
1702,행정,연구사의 대우공무원 경력요건은?,당해계급에서 년이상 근무 ,2896216
1701,행정,양성평등채용목표제의 근거는?,지방공무원 임용령 제조의 ,2896667
1700,행정,"정당, 정치단체 결성에 관여할수 있나요?",안됩니다 정치운동 및 집단행위의 금지에 해당됩니다 ,2895169
1699,행정,기업체 사외이사 겸직허용이 가능한가요?,영리업무에 해당되어 불가합니다 ,2895167
1698,행정,공무원이 공동주택의 입주자 대표회의의 대표직을 맡고자 할 경우 사전에 소속기관장의 겸직허가를 받아야 하나요?,예 받아야 합니다 ,2895166
1697,행정,야간 대리운전은 영리업무인가요?,영리업무종사 금지의무에 위반 됩니다 ,2895165
1696,행정,복무규정 제10조에서 정한 영리업무에 해당하지 않는 직무로서 직무수행에 지장이 없는 경우 겸직이 가능한가요?,예 가능합니다 ,2895164
1695,행정,재산등록 신고유예란?,                                                                                                                                                                     돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                                                                                                                                                  돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                           돋움                                                돋움                                                돋움                                               돋움                                                                                                                        재산등록의무자가 법에 의한 사유 휴직 해외파견 장기간 병가 등 로 등록기간에 재산신고를 할 수 없는 경우 신고기간을 일정기간 유예해주는 것입니다  ,2894717
1694,경제,재건축정비사업구역의 세입자 대책은 어떻게 되나요?, 주거환경정비사업 및 주택재개발정비사업의 경우 공공의 이익을 목적으로 하는 공익사업의 성격을 가져 주거이전비 지원 및 임대주택보급등의 세입자대책이 마련되어 있으나 재건축정비사업구역의 세입자 대책은 따로 명시된바 없습니다    ,2898083
1693,행정,다른 직무를 겸직 할 수 있나요?,기관장의 사전허가없이 겸할 수 없읍니다 ,2895163
1692,경제,민간건설임대주택의 경우 임대사업자 등록을 반드시 하여야 하는 지 여부 및 등록 시점, 임대주택법 제조제호에 의거 임대사업자 라 함은 국가 등 같은 법 제조의 규정에 의하여 주택임대사업을 하기 위하여 등록한 자 또는 같은 법 제조의의 규정에 의하여 설립된 임대주택조합을 말하며 이러한 임대사업자 가 임대를 목적으로 건설하여 임대하는 주택은 건설임대주택 에 해당합니다  따라서 주택법 제조의 규정에 의한 사업계획승인을 얻어 분양을 하지 아니하고 임대하고자 하는 경우 임대사업자로 등록 후 임대주택을 건설하여야 하며 임대주택의 입주자를 모집하기 전에 임대사업자 등록을 하여야 할 것입니다 ,2896142
1691,행정,재산등록 결과 처리는?,                                                                                                                                                                     돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                                                                                                                                                  돋움                                                                                                                                          돋움                                                                                                                                             돋움                                                                           돋움                                                돋움                                                돋움                                               돋움                                                                                                                        관할 공직자윤리위원회에서누락금액 건수 고의여부 경과실 등을 종합적으로 감안 심사하여종결처리 정정조치 보완명령 경고 및 시정조치 징계의결 요구 일간신문에 공표 과태료 부과 등을 결정 합니다 ,2894818
1690,행정,공직자 윤리위원회 관할은?,구청장 및 부구청장  정부공직자윤리위원회 구의원 및 급 공무원  서울시공직자윤리위원회 급이하 및 시설관리공단 임직원  은평구공직자윤리위원회 ,2894718
1689,행정,직무와 관련있는 기업에 투자하는것이 가능합니까?,영리업무 종사금지에 해당됩니다 ,2895162
1688,행정,"영리를 목적으로 하는 사기업체의 이사, 감사, 무한책임사원, 지배인, 발기인 기타 임원이 될 수 있읍니까?",종사 금지에 해당됩니다 ,2895143
1687,행정,영리업무 종사가 가능합니까?,공무이외의 영리를 목적으로 하는 업무에 종사하지 못합니다 ,2895142
1686,행정,직무내외를 불문하고 품위유지의 의무가 있나요?,예 직무내외를 불문하고 체면 위신을 손상하는 행위를 하여서는 안됩니다 ,2895141
1685,행정,외국정부로부터 영예 또는 증여를 받을 경우 허가를 받아야 합니까?,대통령의 허가를 얻어야 합니다 ,2895140
1684,행정,건축후퇴선내 시설물 관리는 어디서 하나요?,해당주소지 상 건물주가 자진정비해야됨을 알려드립니다 ,2898082
1683,행정,간선도로에 설치된 시선유도봉 관리는 어디서 하나요,서부도로교통사업소 ,2898081
1682,복지,문제행동조기개입서비스 바우처카드 배송상태는 어디서 확인가능하나요?,바우처카드배송 문의   ,2896061
1681,경제,'경복궁 쌀'이란?,경복궁 쌀이란     서울시 쌀 브랜드로 서울시 강서구 개화동 지하철 호선 개화역 부근 평야 행정구역 에 위치 서울 쌀은 김포평야 일대에서 주로 톤 정도 재배되어 판매 보급 되고있으나 그 중 톤 은 서울 쌀 브랜드인 경복궁 쌀로 재배하여 판매 보급하고있다    ,2895725
1680,경제,준불연재료라 함은 ?,불연재료에 준하는 성질을 가진 재료로서 국토교통부령이 정하는 기준에 적합한 재료를 말한다    ,2896180
1679,복지,평가인증 관찰자 교육을 받으려면 어떻게 해야 하나요?,                                                                                                                                                                      돋움                                                                                                                                           돋움                                                                                                                                               돋움                                                                                                                                                                                                  돋움                                                                                                                                           돋움                                                                                                                                              돋움                                                                             돋움                                                  돋움                                                돋움                                                돋움                                                                                                                           현장관찰자 교육은 현장관찰자로 선발된 자에 한하여 실시되며 현장관찰자가 반드시 유아교육학을 전공하여야 하는 것은 아니지만 영유아 관련학을 전공하셔야 합니다 자세한 현장관찰자의 자격은 다음과 같습니다  영유아 관련학과 석사학위 소지자로 교사 경력 년 이상인 자  영유아 관련학과 학사학위 소지자로 교사 경력 년을 포함하여 총 경력이 년 이상인 자  교사 경력은 유치원 교사 경력을 포함하되 반드시 년 이상 보육시설 근무 경력 보육교사 또는 시설장 이 있어야 함  현장관찰자는 당해 연도 참여시설에 근무하고 있거나 조력자 평가인증 심의위원으로 참여하는 경우에는 활동할 수 없음 자세한 사항은 보육시설평가인증사무국  으로 문의하시기 바랍니다 ,2895798
1678,복지,보육교사 자격 검정과 관련하여 2001년에 대학 졸업하고 보육교사 이수증이 있는데 자격증으로 바꿀려고 합니다. 보육실습확인서를 받으려고 하니 실습한 어린이집이 폐원하였습니다. 어떻게 해야 하나요?, 졸업 후 오래되어 실습 기관이 폐원이 되는 경우에는 실습확인서상의 시설장 직안란에 폐원으로 기재하여 학과장 직인을 받아 제출하시기 바랍니다    ,2897877
1677,복지,영유아보육법 개정전에 자격인정을 받은 보육교사 및 보육시설장은 어떤 기준으로 자격검정이 이루어집니까?,보육종사자 자격검정은 한국보육진흥원 보육인력개발국  에서 담당하고 있습니다  종전 법에 의한 자격을 인정받은 자 급에 해당되는 자 는 보육교사 자격을 그 대로 인정 개정 영유아보육법시행령 부칙 제조 하되 본인이 자격관련 서류를 제출하여 보육교사 자격을 검정 받아야 합니다  년 대학 전문대 포함 및 교육훈련시설의 입학자는 개정 영유아보육법 기준에 따라 자격이 인정됩니다  년도 대학 전문대 포함 입학자  급 자격 인정 종전 법 기준  년도 대학 전문대 포함 입학자  급 자격 인정 개정 법 기준  년도 교육훈련시설 입학자  급 자격 인정 종전 법 기준  년도 교육훈련시설 입학자  급 자격 인정 개정 법 기준  년 월 일 현재 유아교육 또는 아동복지관련학과의 편입학생 전과생 복수전공생은 아래와 같은 기준이 적용됩니다  년 월 일 이전 편입 전과 복수전공생  총 과목 학점 이수 급  년 월 일 이후 편입 전과 복수전공생  총 과목 학점 이수 급 종전 법에 의한 자격을 인정받은 자는 보육시설장 자격을 인정 개정 영유 아보육법시행령 부칙 제조 하되  본인이 자격관련 서류를 제출하여 보육시설장 자격을 검정받아야 합니다  자세한 사항은 한국보육진흥원 보육인력개발국 으로 문의하시기 바랍니다    ,2897876
1676,복지,장애아보육환경개선을 위한 장비비 지원 기준은 ?, 지원대상  장애아전담보육시설 및 장애아통합보육시설   년 장애아보육시설 환경개선비 사업으로 지원받은 시설 제외  장애인차별금지법 적용 대상 우선 지원  동일 조건일 경우 장애아 현원이 많은 경우 우선 지원  지원단가  장애아 현원에 따라 차등지원  장애아 현원 인미만  만원 인이상  만원 ,2897871
